,0,1
2381,forty-eight,"{'word': 'forty-eight', 'count': 1, 'pages': {77}, 'contexts': ['milan and arrived forty-eight hours later it '], 'chapters': {12}}"
2382,hours,"{'word': 'hours', 'count': 10, 'pages': {192, 98, 106, 77, 248, 188, 157}, 'contexts': ['and arrived forty-eight hours later it was ', 'said good-by two hours later dr valentini ', 'it take two hours and a half ', 'was here two hours before you came ', 'sleep for three hours christ im glad ', 'wake in three hours and i havent ', 'sleep too several hours later i heard ', 'it for several hours in the hills ', 'gone for two hours isnt there anything ', 'anything for all hours you can have '], 'chapters': {34, 12, 15, 16, 24, 27}}"
2383,sidetracked,"{'word': 'sidetracked', 'count': 1, 'pages': {77}, 'contexts': ['trip we were sidetracked for a long '], 'chapters': {12}}"
2384,children,"{'word': 'children', 'count': 5, 'pages': {128, 77, 102, 311}, 'contexts': ['of mestre and children came and peeked ', 'maybe all our children will have fine ', 'fine temperatures our children will probably have ', 'who did you children bet on japalac ', 'wondered how many children the woman had '], 'chapters': {16, 40, 12, 20}}"
2385,peeked,"{'word': 'peeked', 'count': 1, 'pages': {77}, 'contexts': ['children came and peeked in i got '], 'chapters': {12}}"
2386,change,"{'word': 'change', 'count': 6, 'pages': {250, 186, 242, 77}, 'contexts': ['gave him the change and the man ', 'it i said change the oil and ', 'do tenente well change the oil grease ', 'could see no change in her figure ', 'line it will change the luck all ', 'the wind will change no he said '], 'chapters': {33, 34, 27, 12}}"
2387,thirst,"{'word': 'thirst', 'count': 1, 'pages': {77}, 'contexts': ['not stand the thirst and in the '], 'chapters': {12}}"
2388,verona,"{'word': 'verona', 'count': 4, 'pages': {77, 158}, 'contexts': ['yards outside of verona i called to ', 'whipped them around verona still nobody was ', 'at brescia and verona when more men ', 'the quadrilateral around verona they let them '], 'chapters': {24, 12}}"
2389,georgetti,"{'word': 'georgetti', 'count': 1, 'pages': set(), 'contexts': ['water i woke georgetti the other boy '], 'chapters': set()}"
2390,pour,"{'word': 'pour', 'count': 2, 'pages': {109, 78}, 'contexts': ['he said to pour it on his ', 'mineral water to pour over it it '], 'chapters': {17, 12}}"
2391,pulpy,"{'word': 'pulpy', 'count': 1, 'pages': {78}, 'contexts': ['brought me a pulpy orange i sucked '], 'chapters': {12}}"
2392,orange,"{'word': 'orange', 'count': 2, 'pages': {296}, 'contexts': ['me a pulpy orange i sucked on ', 'and the ice orange from the horses '], 'chapters': {38}}"
2393,spit,"{'word': 'spit', 'count': 1, 'pages': {78}, 'contexts': ['on that and spit out the pith '], 'chapters': {12}}"
2394,pith,"{'word': 'pith', 'count': 1, 'pages': {78}, 'contexts': ['spit out the pith and watched the '], 'chapters': {12}}"
2395,freight-car,"{'word': 'freight-car', 'count': 3, 'pages': {226, 78}, 'contexts': ['down past a freight-car outside and after ', 'of the high freight-car behind i did ', 'guard on the freight-car ahead but he '], 'chapters': {12, 31}}"
2396,freight,"{'word': 'freight', 'count': 1, 'pages': {80}, 'contexts': ['us in the freight yard an ambulance '], 'chapters': {0}}"
2397,market-place,"{'word': 'market-place', 'count': 1, 'pages': {80}, 'contexts': ['i saw a market-place and an open '], 'chapters': {0}}"
2398,shop,"{'word': 'shop', 'count': 12, 'pages': {288, 133, 134, 232, 80, 145}, 'contexts': ['an open wine shop with a girl ', 'at the wine shop a fiasco of ', 'at a barber shop and was shaved ', 'in the wine shop across from the ', 'in a tailor shop and was sure ', 'was a wine shop and waited inside ', 'the leather goods shop there were riding ', 'of an armorers shop come in a ', 'watched for a shop heres a place ', 'street a wine shop was open and ', 'in the hairdressers shop the woman was ', 'lights in the shop windows and we '], 'chapters': {0, 32, 37, 21, 22}}"
2399,sweeping,"{'word': 'sweeping', 'count': 1, 'pages': {80}, 'contexts': ['with a girl sweeping out they were '], 'chapters': {0}}"
2400,watering,"{'word': 'watering', 'count': 1, 'pages': {80}, 'contexts': ['out they were watering the street and '], 'chapters': {0}}"
2401,doormans,"{'word': 'doormans', 'count': 1, 'pages': {80}, 'contexts': ['mustaches wore a doormans cap and was '], 'chapters': {0}}"
2402,discussed,"{'word': 'discussed', 'count': 1, 'pages': {80}, 'contexts': ['elevator and they discussed whether it was '], 'chapters': {0}}"
2403,discussing,"{'word': 'discussing', 'count': 1, 'pages': {80}, 'contexts': ['listened to them discussing it they decided '], 'chapters': {0}}"
2404,easy,"{'word': 'easy', 'count': 9, 'pages': {309, 180, 141, 222}, 'contexts': ['the stretcher go easy i said take ', 'it in english easy youd be a ', 'stresa is so easy to get to ', 'to the top easy enough not so ', 'enough not so easy he said yes ', 'it was too easy to turn them ', 'again it was easy to stay under ', 'i said thats easy catherine said before ', 'where it is easy to give gas '], 'chapters': {40, 26, 21, 30}}"
2405,straighten,"{'word': 'straighten', 'count': 1, 'pages': set(), 'contexts': ['was very bad straighten out the legs '], 'chapters': set()}"
2406,metallic,"{'word': 'metallic', 'count': 1, 'pages': {81}, 'contexts': ['in my face metallic with garlic and '], 'chapters': {13}}"
2407,garlic,"{'word': 'garlic', 'count': 2, 'pages': {81}, 'contexts': ['face metallic with garlic and red wine ', 'man with the garlic nothing he said '], 'chapters': {13}}"
2408,gentle,"{'word': 'gentle', 'count': 5, 'pages': {81, 244}, 'contexts': ['red wine be gentle the other man ', 'bitch who isnt gentle be gentle i ', 'isnt gentle be gentle i say the ', 'your major is gentle many people are ', 'and the very gentle and the very '], 'chapters': {34, 13}}"
2409,bitch,"{'word': 'bitch', 'count': 5, 'pages': {81, 121}, 'contexts': ['son of a bitch who isnt gentle ', 'son of a bitch throw it ettore ', 'son of a bitch with my rifle ', 'son of a bitch all right how ', 'son of a bitch he said he '], 'chapters': {19, 13}}"
2410,doors,"{'word': 'doors', 'count': 9, 'pages': {81, 307, 85}, 'contexts': ['i saw the doors of the elevator ', 'there were several doors with brass knobs ', 'it inside the doors no one came ', 'out the open doors onto the balcony ', 'waited outside the doors or went in ', 'against the glass doors i changed my ', 'there were many doors the manager stopped ', 'leaning against the doors that train was ', 'windows and closed doors all down the '], 'chapters': {40, 13}}"
2411,grill,"{'word': 'grill', 'count': 1, 'pages': {81}, 'contexts': ['closed and the grill shut and the '], 'chapters': {13}}"
2412,fourth-floor,"{'word': 'fourth-floor', 'count': 1, 'pages': {81}, 'contexts': ['shut and the fourth-floor button pushed by '], 'chapters': {13}}"
2413,pushed,"{'word': 'pushed', 'count': 15, 'pages': {192, 193, 224, 232, 202, 235, 81, 83, 309, 88, 222, 255}, 'contexts': ['the fourth-floor button pushed by the porter ', 'carrying the feet pushed a button that ', 'the bell and pushed the button i ', 'the bell-cord and pushed the button i ', 'around her and pushed his hand away ', 'thigh and she pushed it away he ', 'bonello and i pushed until we could ', 'spun and we pushed and pushed but ', 'we pushed and pushed but it wasnt ', 'i ducked down pushed between two men ', 'i crawled out pushed on through the ', 'small glass and pushed it toward me ', 'ten-lira note he pushed it away i ', 'fifty count greffi pushed a button on ', 'rapidly then she pushed the mask away '], 'chapters': {32, 35, 40, 13, 27, 28, 30}}"
2414,rose,"{'word': 'rose', 'count': 7, 'pages': {101, 266, 81, 309, 183}, 'contexts': ['worried the elevator rose slowly heavy i ', 'grunted the elevator rose steadily and stopped ', 'and the sun rose while i had ', 'again the wind rose in the night ', 'when the river rose i was lucky ', 'of rock that rose beside us the ', 'was strange it rose on the word '], 'chapters': {36, 40, 13, 16, 27}}"
2415,grunted,"{'word': 'grunted', 'count': 1, 'pages': set(), 'contexts': ['sweating and he grunted the elevator rose '], 'chapters': set()}"
2416,stepped,"{'word': 'stepped', 'count': 14, 'pages': {226, 263, 264, 237, 272, 81, 306, 245, 312, 250, 156}, 'contexts': ['the door and stepped out we were ', 'and the waiter stepped out opened his ', 'i said i stepped out into the ', 'stood up and stepped up close to ', 'have breakfast he stepped out of bed ', 'stopped and i stepped out of bed ', 'the gunwale i stepped out and tied ', 'stone the barman stepped out from beside ', 'all right i stepped in the boat ', 'an iron ring stepped up on the ', 'the boat catherine stepped up and we ', 'in it she stepped in and we ', 'it and we stepped out and followed ', 'in the elevator stepped out and went '], 'chapters': {33, 34, 35, 36, 37, 40, 41, 13, 24, 31}}"
2417,balcony,"{'word': 'balcony', 'count': 12, 'pages': {100, 135, 112, 113, 212, 85}, 'contexts': ['were on a balcony there were several ', 'out on a balcony and beyond were ', 'doors onto the balcony when does the ', 'led onto the balcony and through which ', 'out on the balcony with my leg ', 'out on the balcony outside my room ', 'out on the balcony the moon was ', 'opened onto the balcony and sitting up ', 'outside on the balcony and the wind ', 'there was a balcony along the second ', 'very clearly the balcony of the second ', 'shelter of the balcony the door of '], 'chapters': {13, 15, 18, 21, 30}}"
2418,brass,"{'word': 'brass', 'count': 5, 'pages': {240, 81, 301}, 'contexts': ['several doors with brass knobs the man ', 'red plush and brass the manager went ', 'pleasant mahogany the brass and the mirrors ', 'the concierge with brass keys on his ', 'shining fixtures the brass bed and the '], 'chapters': {33, 13, 38}}"
2419,knobs,"{'word': 'knobs', 'count': 1, 'pages': set(), 'contexts': ['doors with brass knobs the man carrying '], 'chapters': set()}"
2420,rang,"{'word': 'rang', 'count': 10, 'pages': {129, 98, 107, 108, 81, 306, 83, 90, 127}, 'contexts': ['a button that rang a bell we ', 'somebody the porter rang the bell then ', 'the bed and rang it but nobody ', 'the bed i rang the bell miss ', 'have one i rang for the porter ', 'ours and never rang at night unless ', 'went out i rang the bell and ', 'before the bell rang to saddle we ', 'and the bell rang to pay off ', 'the hall i rang for the elevator '], 'chapters': {40, 13, 14, 15, 17, 20}}"
2421,bell,"{'word': 'bell', 'count': 8, 'pages': {129, 83, 108, 127}, 'contexts': ['that rang a bell we heard it ', 'porter rang the bell then knocked on ', 'and found the bell on a cord ', 'reached for the bell and pushed the ', 'i rang the bell miss gage came ', 'i rang the bell and in a ', 'just before the bell rang to saddle ', 'numbers and the bell rang to pay '], 'chapters': {17, 20, 13}}"
2422,elderly,"{'word': 'elderly', 'count': 3, 'pages': {321, 81}, 'contexts': ['there was an elderly woman wearing glasses ', 'looked at the elderly nurse for christs ', 'across from an elderly man who was '], 'chapters': {41, 13}}"
2423,half-falling,"{'word': 'half-falling', 'count': 1, 'pages': {81}, 'contexts': ['was loose and half-falling and she wore '], 'chapters': {13}}"
2424,dress,"{'word': 'dress', 'count': 5, 'pages': {305, 311}, 'contexts': ['wore a nurses dress i cant understand ', 'the bathroom to dress knotting my tie ', 'then i must dress perhaps wed better ', 'said i will dress and go there ', 'in a black dress who sat behind '], 'chapters': {40, 39}}"
2425,rooms,"{'word': 'rooms', 'count': 6, 'pages': {81, 239, 135}, 'contexts': ['none of the rooms are ready there ', 'were in different rooms it seemed to ', 'to several other rooms and finally came ', 'were plenty of rooms then i went ', 'dinner in their rooms yes will you ', 'stairs through the rooms to the bar '], 'chapters': {33, 21, 13}}"
2426,patient,"{'word': 'patient', 'count': 9, 'pages': {98, 81, 83, 116, 93}, 'contexts': ['there isnt any patient expected she tucked ', 'said theres no patient expected i couldnt ', 'are the first patient he held his ', 'there was a patient coming whats wrong ', 'defined by the patient and after a ', 'shoulders that the patient should see personally ', 'will be a patient here myself no ', 'you our privileged patient to hell with ', 'unchaperoned with a patient who did not '], 'chapters': {18, 13, 14, 15}}"
2427,expected,"{'word': 'expected', 'count': 12, 'pages': {256, 258, 229, 238, 180, 215, 183}, 'contexts': ['isnt any patient expected she tucked at ', 'theres no patient expected i couldnt put ', 'anyway i had expected it to be ', 'was unsuccessful we expected an attack all ', 'were concentrated we expected a bombardment but ', 'know what i expected to see but ', 'what i had expected death perhaps and ', 'would not be expected to return when ', 'station i had expected to see the ', 'fingers i had expected to become more ', 'that i had expected to become devout ', 'i had always expected to become devout '], 'chapters': {33, 35, 26, 27, 30, 31}}"
2428,tucked,"{'word': 'tucked', 'count': 1, 'pages': {81}, 'contexts': ['patient expected she tucked at her hair '], 'chapters': {13}}"
2429,near-sightedly,"{'word': 'near-sightedly', 'count': 1, 'pages': set(), 'contexts': ['looked at me near-sightedly show them any '], 'chapters': set()}"
2430,christs,"{'word': 'christs', 'count': 1, 'pages': {81}, 'contexts': ['elderly nurse for christs sweet sake take '], 'chapters': {13}}"
2431,sake,"{'word': 'sake', 'count': 5, 'pages': {168, 81}, 'contexts': ['for christs sweet sake take me to ', 'for your livers sake like saint paul ', 'for your stomachs sake whatever you have ', 'said for any sake you mention to ', 'for your stomachs sake thats saint paul '], 'chapters': {25, 13}}"
2432,bone,"{'word': 'bone', 'count': 2, 'pages': {120}, 'contexts': ['out of the bone the porter went ', 'foot theres dead bone in my foot '], 'chapters': {19}}"
2433,grayhaired,"{'word': 'grayhaired', 'count': 1, 'pages': {82}, 'contexts': ['followed by the grayhaired woman then came '], 'chapters': {13}}"
2434,hurrying,"{'word': 'hurrying', 'count': 5, 'pages': {304, 153, 82, 317}, 'contexts': ['woman then came hurrying back follow me ', 'times winged chariot hurrying near i said ', 'though something were hurrying us and we ', 'two nurses were hurrying toward the entrance ', 'along she was hurrying too you go '], 'chapters': {41, 39, 13, 23}}"
2435,follow,"{'word': 'follow', 'count': 1, 'pages': set(), 'contexts': ['came hurrying back follow me he said '], 'chapters': set()}"
2436,blinds,"{'word': 'blinds', 'count': 1, 'pages': set(), 'contexts': ['room with drawn blinds it smelled of '], 'chapters': set()}"
2437,furniture,"{'word': 'furniture', 'count': 1, 'pages': set(), 'contexts': ['smelled of new furniture there was a '], 'chapters': set()}"
2438,wardrobe,"{'word': 'wardrobe', 'count': 1, 'pages': {82}, 'contexts': ['and a big wardrobe with a mirror '], 'chapters': {13}}"
2439,mirror,"{'word': 'mirror', 'count': 5, 'pages': {240, 82, 304, 285}, 'contexts': ['wardrobe with a mirror they laid me ', 'see the big mirror on the other ', 'clothes in the mirror behind the bar ', 'looked in the mirror and changed it ', 'the narrow long mirror at first because '], 'chapters': {33, 37, 13, 39}}"
2440,sheets,"{'word': 'sheets', 'count': 8, 'pages': {161, 230, 82, 244, 183, 127}, 'contexts': ['cant put on sheets the woman said ', 'woman said the sheets are locked up ', 'lire the odds sheets showed he would ', 'maps and typed sheets of paper on ', 'rain coming in sheets there was a ', 'now between two sheets over her and ', 'good meal and sheets and never going ', 'exciting with smooth sheets and the bed '], 'chapters': {34, 13, 20, 24, 27, 31}}"
2441,buttoned-down,"{'word': 'buttoned-down', 'count': 1, 'pages': {82}, 'contexts': ['porter in the buttoned-down pocket the porter '], 'chapters': {13}}"
2442,caps,"{'word': 'caps', 'count': 1, 'pages': set(), 'contexts': ['bed holding their caps give them five '], 'chapters': set()}"
2443,apiece,"{'word': 'apiece', 'count': 5, 'pages': {82, 189}, 'contexts': ['them five lire apiece and five lire ', 'whiskey and soda apiece we ran into ', 'whiskey and soda apiece i was feeling ', 'machine-gunner ten lire apiece they went down ', 'have a bottle apiece to take in '], 'chapters': {27, 13}}"
2444,describe,"{'word': 'describe', 'count': 2, 'pages': {179}, 'contexts': ['to the nurse describe my case and ', 'i did not describe it in detail '], 'chapters': {26}}"
2445,case,"{'word': 'case', 'count': 4, 'pages': {82, 180}, 'contexts': ['nurse describe my case and the treatment ', 'was a special case because it was ', 'in a glass case then i came ', 'away in a case folded his paper '], 'chapters': {26, 13}}"
2446,treatment,"{'word': 'treatment', 'count': 2, 'pages': {82, 164}, 'contexts': ['case and the treatment already given the ', 'to have more treatment on it with '], 'chapters': {25, 13}}"
2447,orders,"{'word': 'orders', 'count': 5, 'pages': {184}, 'contexts': ['without the doctors orders she commenced to ', 'brigade had received orders that the line ', 'but get the orders straight the orders ', 'orders straight the orders are that we ', 'nobody gave any orders let alone germans '], 'chapters': {27}}"
2448,cry,"{'word': 'cry', 'count': 10, 'pages': {82, 243}, 'contexts': ['she commenced to cry and put the ', 'she began to cry i saw her ', 'she began to cry catherine went over ', 'be ashamed dont cry fergy dont cry ', 'cry fergy dont cry old fergy im ', 'was going to cry again but she ', 'she began to cry oh i wanted ', 'darling please dont cry dont mind me ', 'or hear him cry the doctor was ', 'and started to cry poor darling catherine '], 'chapters': {34, 13}}"
2449,apron,"{'word': 'apron', 'count': 3, 'pages': {273, 82}, 'contexts': ['papers in her apron pocket are you ', 'woman with an apron came and asked ', 'boy in an apron i wondered how '], 'chapters': {37, 13}}"
2450,dim,"{'word': 'dim', 'count': 2, 'pages': {82, 85}, 'contexts': ['bed it was dim and cool in ', 'light had been dim in the room '], 'chapters': {13}}"
2451,reflected,"{'word': 'reflected', 'count': 1, 'pages': set(), 'contexts': ['see what it reflected the porter stood '], 'chapters': set()}"
2452,mrs,"{'word': 'mrs', 'count': 18, 'pages': set(), 'contexts': ['is your name mrs walker you can ', 'you can go mrs walker i think ', 'nurse laughed thats mrs walker she was ', 'sheet over me mrs walker went out ', 'responsibility for her mrs walkers too old ', 'how he does mrs meyers said he ', 'to see you mrs meyers said i ', 'asked mr and mrs meyers theyre a ', 'nodded i didnt mrs meyers said who ', 'from a pile mrs meyers had left ', 'in the morning mrs guttingen came into ', 'the second time mrs guttingen came into ', 'away mr and mrs guttingen lived downstairs ', 'the snow fall mrs guttingen took away ', 'lunch mr and mrs guttingen came down ', 'do something eventually mrs henry is already ', 'what is wrong mrs henry has had ', 'me im afraid mrs henry is very '], 'chapters': set()}"
2453,walker,"{'word': 'walker', 'count': 6, 'pages': {84}, 'contexts': ['your name mrs walker you can go ', 'can go mrs walker i think i ', 'laughed thats mrs walker she was on ', 'over me mrs walker went out and ', 'whats her name walker thats it theyve ', 'said im no walker is that firing '], 'chapters': {13}}"
2454,mattress,"{'word': 'mattress', 'count': 1, 'pages': {83}, 'contexts': ['a hospital the mattress was firm and '], 'chapters': {13}}"
2455,firm,"{'word': 'firm', 'count': 1, 'pages': {83}, 'contexts': ['the mattress was firm and comfortable and '], 'chapters': {13}}"
2456,comfortable,"{'word': 'comfortable', 'count': 8, 'pages': {99, 301, 83, 277, 183, 248, 283}, 'contexts': ['was firm and comfortable and i lay ', 'you are very comfortable here good-by until ', 'away had a comfortable sound we heard ', 'and the bed comfortable feeling that we ', 'papers there were comfortable leather chairs in ', 'would be very comfortable here in locarno ', 'there were two comfortable chairs and a ', 'and the big comfortable bedroom all seemed '], 'chapters': {34, 37, 38, 13, 15, 27}}"
2457,breathing,"{'word': 'breathing', 'count': 7, 'pages': {320, 100, 296, 210, 309}, 'contexts': ['without moving hardly breathing happy in feeling ', 'and heard her breathing in her sleep ', 'feet pointing downhill breathing blood irregularly the ', 'muzzles and their breathing made plumes of ', 'i watched catherine breathing deeply and rapidly ', 'couldnt start him breathing the cord was ', 'around and start breathing probably i had '], 'chapters': {38, 40, 41, 15, 30}}"
2458,lessen,"{'word': 'lessen', 'count': 1, 'pages': set(), 'contexts': ['feeling the pain lessen after a while '], 'chapters': set()}"
2459,cord,"{'word': 'cord', 'count': 5, 'pages': {320, 226, 83, 151}, 'contexts': ['bell on a cord by the bed ', 'then pulled a cord that shut the ', 'the edge with cord i took out ', 'knife cut the cord and put my ', 'him breathing the cord was caught around '], 'chapters': {41, 31, 13, 23}}"
2460,armoire,"{'word': 'armoire', 'count': 7, 'pages': {88, 139, 109, 142}, 'contexts': ['saw the big armoire the bare walls ', 'she opened the armoire door and held ', 'they in the armoire miss barkley will ', 'bottle from the armoire and brought a ', 'over to the armoire and brought me ', 'door into the armoire and saw the ', 'now in the armoire have you a '], 'chapters': {17, 21, 13, 22}}"
2461,chairs,"{'word': 'chairs', 'count': 6, 'pages': {151, 248, 283, 127}, 'contexts': ['walls and two chairs my legs in ', 'knew and got chairs for ferguson and ', 'many mirrors two chairs and a large ', 'were comfortable leather chairs in the bar ', 'the deep leather chairs the champagne in ', 'were two comfortable chairs and a table '], 'chapters': {34, 20, 37, 23}}"
2462,stuck,"{'word': 'stuck', 'count': 6, 'pages': {200, 204, 83, 276, 217}, 'contexts': ['the dirty bandages stuck straight out in ', 'noon we were stuck in a muddy ', 'moving-vans of cars stuck in the field ', 'want to be stuck on a lance ', 'their rifles they stuck up above the ', 'technical and then stuck to it without '], 'chapters': {37, 13, 28, 29, 30}}"
2463,thirsty,"{'word': 'thirsty', 'count': 2, 'pages': {83, 268}, 'contexts': ['them i was thirsty and i reached ', 'water i was thirsty after the brandy '], 'chapters': {36, 13}}"
2464,good-morning,"{'word': 'good-morning', 'count': 3, 'pages': set(), 'contexts': ['young and pretty good-morning i said good-morning ', 'good-morning i said good-morning she said and ', 'not so pretty good-morning she said did '], 'chapters': set()}"
2465,lake,"{'word': 'lake', 'count': 64, 'pages': {265, 266, 267, 269, 270, 271, 272, 282, 283, 284, 285, 295, 299, 301, 83, 85, 86, 92, 239, 245, 246, 248, 250, 251}, 'contexts': ['hes gone to lake como no one ', 'to telephone to lake como for him ', 'telephoned him at lake como she went ', 'for him to lake como what does ', 'he telephoned from lake como when does ', 'trout in the lake it would have ', 'out on the lake the clouds were ', 'down over the lake but it would ', 'wall by the lake and the lake ', 'lake and the lake in the sunlight ', 'is down the lake we can go ', 'outside and the lake was darkening i ', 'went along the lake to the little ', 'to troll for lake trout we rowed ', 'deserted from the lake there were the ', 'trolled up the lake beyond stresa and ', 'water of the lake and the deserted ', 'not see the lake only the dark ', 'storm along the lake havent you got ', 'pathway along the lake the wind was ', 'go up the lake you know how ', 'wind up the lake all right i ', 'blowing up the lake and we passed ', 'further up the lake and close to ', 'out into the lake again the point ', 'on up the lake were across the ', 'were across the lake i said to ', 'part of the lake before its daylight ', 'lost on the lake and losing time ', 'castagnola and the lake with white-caps and ', 'mountains and the lake were gone but ', 'was rowing the lake widened and across ', 'ahead into the lake are you warm ', 'out in the lake to pass it ', 'pass it the lake was much narrower ', 'on up the lake there was a ', 'go up the lake at least five ', 'out in the lake rowing awhile then ', 'the curve the lake had made when ', 'part of the lake when it was ', 'out on the lake i pulled close ', 'out into the lake if we were ', 'away across the lake i think were ', 'outside up the lake and we could ', 'and up the lake i was sure ', 'close to the lake now and i ', 'from up the lake then i have ', 'could see the lake and the mountains ', 'mountains across the lake on the french ', 'mountains and the lake was a gray ', 'down into the lake and when the ', 'plain along the lake and we sat ', 'plain along the lake shore there was ', 'trees on the lake and the trees ', 'side of the lake and down at ', 'end of the lake was the plain ', 'snow and the lake down below flat ', 'along beside the lake and saw the ', 'out on the lake there were flocks ', 'side of the lake were all white ', 'clouds over the lake and over the ', 'out over the lake ill write about ', 'on passing the lake on one side ', 'walked beside the lake the weather became '], 'chapters': {33, 34, 36, 37, 38, 13, 14}}"
2466,como,"{'word': 'como', 'count': 5, 'pages': {85}, 'contexts': ['gone to lake como no one knew ', 'telephone to lake como for him arent ', 'him at lake como she went out ', 'him to lake como what does he ', 'telephoned from lake como when does he '], 'chapters': {13}}"
2467,frederic,"{'word': 'frederic', 'count': 1, 'pages': {83}, 'contexts': ['your name henry frederic henry ill wash '], 'chapters': {13}}"
2468,cried,"{'word': 'cried', 'count': 8, 'pages': {145, 83, 221, 243}, 'contexts': ['the woman who cried when i came ', 'me signorino and cried she wiped her ', 'hands and then cried again i patted ', 'back and she cried once more she ', 'hair when she cried her whole face ', 'head and still cried but the younger ', 'an explanation he cried when they read ', 'sweet fergy ferguson cried again i dont '], 'chapters': {34, 13, 22, 30}}"
2469,expecting,"{'word': 'expecting', 'count': 2, 'pages': {83, 239}, 'contexts': ['asleep she wasnt expecting any one while ', 'sunlight i was expecting my wife i '], 'chapters': {33, 13}}"
2470,undressed,"{'word': 'undressed', 'count': 4, 'pages': {112, 284}, 'contexts': ['when i was undressed except for the ', 'room sometimes i undressed and got into ', 'the hospital i undressed put on pajamas ', 'when i was undressed i opened the '], 'chapters': {18, 37}}"
2471,gently,"{'word': 'gently', 'count': 3, 'pages': {83, 163}, 'contexts': ['washed me very gently and smoothly the ', 'bent the knee gently back and forth ', 'rocked the knee gently with his fingers '], 'chapters': {25, 13}}"
2472,smoothly,"{'word': 'smoothly', 'count': 7, 'pages': {249, 179, 133}, 'contexts': ['very gently and smoothly the washing felt ', 'his boots were smoothly polished dull leather ', 'but it worked smoothly i sighted it ', 'shiny and parted smoothly he bent the ', 'me one a smoothly jagged piece of ', 'forward and moved smoothly almost supernaturally along ', 'and played a smoothly fluent game of '], 'chapters': {26, 34, 21}}"
2473,washing,"{'word': 'washing', 'count': 3, 'pages': {299, 83, 318}, 'contexts': ['and smoothly the washing felt very good ', 'water that was washing the ice of ', 'asked they were washing him and wrapping '], 'chapters': {41, 13, 38}}"
2474,isonze,"{'word': 'isonze', 'count': 1, 'pages': {83}, 'contexts': ['wounded on the isonze north of plava '], 'chapters': {13}}"
2475,thermometer,"{'word': 'thermometer', 'count': 3, 'pages': {84, 101}, 'contexts': ['she put a thermometer in my mouth ', 'she took the thermometer out she read ', 'i had the thermometer in my mouth '], 'chapters': {16, 13}}"
2476,temperature,"{'word': 'temperature', 'count': 5, 'pages': {103}, 'contexts': ['it whats the temperature youre not supposed ', 'such a lovely temperature youve got a ', 'have the lovely temperature im awfully proud ', 'proud of your temperature maybe all our ', 'such a lovely temperature and you sleep '], 'chapters': {16}}"
2477,normal,"{'word': 'normal', 'count': 3, 'pages': {123}, 'contexts': ['is its almost normal i never have ', 'your temperatures always normal youve such a ', 'would graduate from normal school this year '], 'chapters': {19}}"
2478,fever,"{'word': 'fever', 'count': 2, 'pages': set(), 'contexts': ['never have any fever my legs are ', 'and youd have fever all right i '], 'chapters': set()}"
2479,theyre,"{'word': 'theyre', 'count': 20, 'pages': {236, 187, 237, 211, 120, 123, 216}, 'contexts': ['do you mean theyre full of trench-mortar ', 'hes the boy theyre running the war ', 'me believe me theyre fine to have ', 'but usually darling theyre much quieter i ', 'and mrs meyers theyre a strange lot ', 'to the girls theyre beautiful he said ', 'cape around her theyre like us i ', 'pistols catherine asked theyre all about the ', 'in wood for theyre for attracting birds ', 'as soon as theyre ready they brought ', 'tenente bonello asked theyre better off in ', 'up piani said theyre all gone its ', 'us i said theyre after something else ', 'germans know what theyre after you reason ', 'them down while theyre marching then they ', 'block of vehicles theyre from gorizia piani ', 'are your feet theyre sore enough before ', 'have a cigarette theyre in that box ', 'ive clothes but theyre all at rome ', 'caesarean one said theyre going to do '], 'chapters': {32, 33, 19, 27, 30}}"
2480,screws,"{'word': 'screws', 'count': 1, 'pages': {84}, 'contexts': ['trench-mortar fragments old screws and bedsprings and '], 'chapters': {13}}"
2481,bedsprings,"{'word': 'bedsprings', 'count': 1, 'pages': {84}, 'contexts': ['old screws and bedsprings and things she '], 'chapters': {13}}"
2482,foreign,"{'word': 'foreign', 'count': 5, 'pages': {96, 84, 93, 95}, 'contexts': ['you had any foreign bodies in your ', 'of the larger foreign bodies through the ', 'declared that the foreign bodies were ugly ', 'one of the foreign bodies which showed ', 'safe way the foreign bodies must be '], 'chapters': {13, 14, 15}}"
2483,bodies,"{'word': 'bodies', 'count': 6, 'pages': {96, 320, 84, 93, 95}, 'contexts': ['had any foreign bodies in your legs ', 'the larger foreign bodies through the machine ', 'that the foreign bodies were ugly nasty ', 'of the foreign bodies which showed spherical ', 'way the foreign bodies must be allowed ', 'got out their bodies burnt and flattened '], 'chapters': {41, 13, 14, 15}}"
2484,admirable,"{'word': 'admirable', 'count': 1, 'pages': {84}, 'contexts': ['me and an admirable proceeding who is '], 'chapters': {13}}"
2485,proceeding,"{'word': 'proceeding', 'count': 1, 'pages': set(), 'contexts': ['and an admirable proceeding who is in '], 'chapters': set()}"
