,0,1
8145,"came,",0
8146,racing.,0
8147,turin.,0
8148,besides.,0
8149,talked.,0
8150,chew.,0
8151,267,"[0, [4, 'much traffic at night and many mules on the roads with boxes of ammunition on each side of their pack- saddles and gray motor trucks that carried men, and other trucks with loads covered with canvas that moved slower in the traffic. there were big guns too that passed in the day drawn by tractors, the long barrels of the guns covered with green branches and green leafy branches and vines laid over the tractors. to the north we could look across a valley and see a forest of chestnut trees and behind it another mountain on this side of the river. there was fighting for that mountain too, but it was not successful, and in the fall when the rains came the leaves all fell from the chestnut trees and the branches were bare and the trunks black with rain. the vineyards were thin and bare-branched too and all the country wet and brown and dead with the autumn. there were mists over the river and clouds on the mountain and the trucks splashed mud on the road and the troops were muddy and wet in their capes; their rifles were wet and under their capes the two leather cartridge-boxes on the front of the belts, gray leather boxes heavy with the packs of clips of thin, long 6.5 mm. cartridges, bulged forward under the capes so that the men, passing on the road, marched as though they were six months gone with child. there were small gray motor cars that passed going very fast; usually there was an officer on the seat with the driver and more officers in the back seat. they splashed more mud than the camions even and if one of the officers in the back was very small and sitting between two generals, he himself so small that you could not see his face but only the top of his cap and his narrow back, and if the car went especially fast it was probably the king. he lived in udine and came out in this way nearly every day to see how things were going, and things went very badly. at the start of the winter came the permanent rain and with the rain came the cholera. but it was checked and in the end only seven thousand died of it in the army. ', 5, 'the next year there were many victories. the mountain that was beyond the valley and the hillside where the chestnut forest grew was captured and there were victories beyond the plain on the plateau to the south and we crossed the river in august and lived in a house in gorizia that had a fountain and many thick shady trees in a walled garden and a wistaria vine purple on the side of the house. now the fighting was in the next mountains beyond and was not a mile away. the town was very nice and our house was very fine. the river ran behind us and the town had been captured very handsomely but the mountains beyond it could not be taken and i was very glad the austrians seemed to want to come back to the town some time, if the war should end, because they did not bombard it to destroy it but only a little in a military way. people lived on in it and there were hospitals and cafés and artillery up side streets and two bawdy houses, one for troops and one for officers, and with the end of the summer, the cool nights, the fighting in the mountains beyond the town, the shell-marked iron of the railway bridge, the smashed tunnel by the river where the ', 6, ""fighting had been, the trees around the square and the long avenue of trees that led to the square; these with there being girls in the town, the king passing in his motor car, sometimes now seeing his face and little long necked body and gray beard like a goat's chin tuft; all these with the sudden interiors of houses that had lost a wall through shelling, with plaster and rubble in their gardens and sometimes in the street, and the whole thing going well on the carso made the fall very different from the last fall when we had been in the country. the war was changed too. the forest of oak trees on the mountain beyond the town was gone. the forest had been green in the summer when we had come into the town but now there were the stumps and the broken trunks and the ground torn up, and one day at the end of the fall when i was out where the oak forest had been i saw a cloud coming over the mountain. it came very fast and the sun went a dull yellow and then everything was gray and the sky was covered and the cloud came on down the mountain and suddenly we were in it and it was snow. the snow slanted across the wind, the bare ground was covered, the stumps of trees projected, there was snow on the guns and there were paths in the snow going back to the latrines behind trenches. later, below in the town, i watched the snow falling, looking out of the window of the bawdy house, the house for officers, where i sat with a friend and two glasses drinking a bottle of asti, and, looking out at the snow falling slowly and heavily, we knew it was all over for that year. up the river the mountains had not been taken; none of the mountains beyond the river had been taken. that was all left for next year. my friend saw the priest from our mess going by in the street, walking carefully in the slush, and pounded on the window to attract his attention. the priest looked up. he saw us and smiled. my friend motioned for him to come in. the priest shook his head and went on. that night in the mess after the spaghetti course, which every one ate "", 7, 'very quickly and seriously, lifting the spaghetti on the fork until the loose strands hung clear then lowering it into the mouth, or else using a continuous lift and sucking into the mouth, helping ourselves to wine from the grass-covered gallon flask; it swung in a metal cradle and you pulled the neck of the flask down with the forefinger and the wine, clear red, tannic and lovely, poured out into the glass held with the same hand; after this course, the captain commenced picking on the priest. the priest was young and blushed easily and wore a uniform like the rest of us but with a cross in dark red velvet above the left breast pocket of his gray tunic. the captain spoke pidgin italian for my doubtful benefit, in order that i might understand perfectly, that nothing should be lost. ""priest to-day with girls,"" the captain said looking at the priest and at me. the priest smiled and blushed and shook his head. this captain baited him often. ""not true?"" asked the captain. ""to-day i see priest with girls."" ""no,"" said the priest. the other officers were amused at the baiting. ""priest not with girls,"" went on the captain. ""priest never with girls,"" he explained to me. he took my glass and filled it, looking at my eyes all the time, but not losing sight of the priest. ""priest every night five against one."" every one at the table laughed. ""you understand? priest every night five against one."" he made a gesture and laughed loudly. the priest accepted it as a joke. ""the pope wants the austrians to win the war,"" the major said. ""he loves franz joseph. that\'s where the money comes from. i am an atheist."" ""did you ever read the \'black pig\'?"" asked the lieutenant. ""i will get you a copy. it was that which shook my faith."" ""it is a filthy and vile book,"" said the priest. ""you do not really like it."" ', 8, '""it is very valuable,"" said the lieutenant. ""it tells you about those priests. you will like it,"" he said to me. i smiled at the priest and he smiled back across the candle-light. ""don\'t you read it,"" he said. ""i will get it for you,"" said the lieutenant. ""all thinking men are atheists,"" the major said. ""i do not believe in the free masons however."" ""i believe in the free masons,"" the lieutenant said. ""it is a noble organization."" some one came in and as the door opened i could see the snow falling. ""there will be no more offensive now that the snow has come,"" i said. ""certainly not,"" said the major. ""you should go on leave. you should go to rome, naples, sicily--"" ""he should visit amalfi,"" said the lieutenant. ""i will write you cards to my family in amalfi. they will love you like a son."" ""he should go to palermo."" ""he ought to go to capri."" ""i would like you to see abruzzi and visit my family at capracotta,"" said the priest. ""listen to him talk about the abruzzi. there\'s more snow there than here. he doesn\'t want to see peasants. let him go to centres of culture and civilization."" ""he should have fine girls. i will give you the addresses of places in naples. beautiful young girls-- accompanied by their mothers. ha! ha! ha!"" the captain spread his hand open, the thumb up and fingers outspread as when you make shadow pictures. there was a shadow from his hand on the wall. he spoke again in pidgin italian. ""you go away like this,"" he pointed to the thumb, ""and come back like this,"" he touched the little finger. every one laughed. ""look,"" said the captain. he spread the hand again. again the candle-light made its shadows on the wall. he started with the ', 9], 133]"
8152,cooked.,0
8153,somebody's,0
8154,staff?,0
8155,balls.,0
8156,sofas.,0
8157,boots.,0
8158,man-power.,0
8159,soldiers.,0
8160,soldier.,0
8161,russia.,0
8162,fall?,0
8163,be?,0
8164,"'sixteen,",0
8165,germans.,0
8166,simple.,0
8167,"cheerily,",0
8168,"luck!""",0
8169,cheeriness.,0
8170,limping.,0
8171,arcade.,0
8172,"together,",0
8173,giggling.,0
8174,269,"[5, [4, 'much traffic at night and many mules on the roads with boxes of ammunition on each side of their pack- saddles and gray motor trucks that carried men, and other trucks with loads covered with canvas that moved slower in the traffic. there were big guns too that passed in the day drawn by tractors, the long barrels of the guns covered with green branches and green leafy branches and vines laid over the tractors. to the north we could look across a valley and see a forest of chestnut trees and behind it another mountain on this side of the river. there was fighting for that mountain too, but it was not successful, and in the fall when the rains came the leaves all fell from the chestnut trees and the branches were bare and the trunks black with rain. the vineyards were thin and bare-branched too and all the country wet and brown and dead with the autumn. there were mists over the river and clouds on the mountain and the trucks splashed mud on the road and the troops were muddy and wet in their capes; their rifles were wet and under their capes the two leather cartridge-boxes on the front of the belts, gray leather boxes heavy with the packs of clips of thin, long 6.5 mm. cartridges, bulged forward under the capes so that the men, passing on the road, marched as though they were six months gone with child. there were small gray motor cars that passed going very fast; usually there was an officer on the seat with the driver and more officers in the back seat. they splashed more mud than the camions even and if one of the officers in the back was very small and sitting between two generals, he himself so small that you could not see his face but only the top of his cap and his narrow back, and if the car went especially fast it was probably the king. he lived in udine and came out in this way nearly every day to see how things were going, and things went very badly. at the start of the winter came the permanent rain and with the rain came the cholera. but it was checked and in the end only seven thousand died of it in the army. ', 5, 'the next year there were many victories. the mountain that was beyond the valley and the hillside where the chestnut forest grew was captured and there were victories beyond the plain on the plateau to the south and we crossed the river in august and lived in a house in gorizia that had a fountain and many thick shady trees in a walled garden and a wistaria vine purple on the side of the house. now the fighting was in the next mountains beyond and was not a mile away. the town was very nice and our house was very fine. the river ran behind us and the town had been captured very handsomely but the mountains beyond it could not be taken and i was very glad the austrians seemed to want to come back to the town some time, if the war should end, because they did not bombard it to destroy it but only a little in a military way. people lived on in it and there were hospitals and cafés and artillery up side streets and two bawdy houses, one for troops and one for officers, and with the end of the summer, the cool nights, the fighting in the mountains beyond the town, the shell-marked iron of the railway bridge, the smashed tunnel by the river where the ', 6, ""fighting had been, the trees around the square and the long avenue of trees that led to the square; these with there being girls in the town, the king passing in his motor car, sometimes now seeing his face and little long necked body and gray beard like a goat's chin tuft; all these with the sudden interiors of houses that had lost a wall through shelling, with plaster and rubble in their gardens and sometimes in the street, and the whole thing going well on the carso made the fall very different from the last fall when we had been in the country. the war was changed too. the forest of oak trees on the mountain beyond the town was gone. the forest had been green in the summer when we had come into the town but now there were the stumps and the broken trunks and the ground torn up, and one day at the end of the fall when i was out where the oak forest had been i saw a cloud coming over the mountain. it came very fast and the sun went a dull yellow and then everything was gray and the sky was covered and the cloud came on down the mountain and suddenly we were in it and it was snow. the snow slanted across the wind, the bare ground was covered, the stumps of trees projected, there was snow on the guns and there were paths in the snow going back to the latrines behind trenches. later, below in the town, i watched the snow falling, looking out of the window of the bawdy house, the house for officers, where i sat with a friend and two glasses drinking a bottle of asti, and, looking out at the snow falling slowly and heavily, we knew it was all over for that year. up the river the mountains had not been taken; none of the mountains beyond the river had been taken. that was all left for next year. my friend saw the priest from our mess going by in the street, walking carefully in the slush, and pounded on the window to attract his attention. the priest looked up. he saw us and smiled. my friend motioned for him to come in. the priest shook his head and went on. that night in the mess after the spaghetti course, which every one ate "", 7, 'very quickly and seriously, lifting the spaghetti on the fork until the loose strands hung clear then lowering it into the mouth, or else using a continuous lift and sucking into the mouth, helping ourselves to wine from the grass-covered gallon flask; it swung in a metal cradle and you pulled the neck of the flask down with the forefinger and the wine, clear red, tannic and lovely, poured out into the glass held with the same hand; after this course, the captain commenced picking on the priest. the priest was young and blushed easily and wore a uniform like the rest of us but with a cross in dark red velvet above the left breast pocket of his gray tunic. the captain spoke pidgin italian for my doubtful benefit, in order that i might understand perfectly, that nothing should be lost. ""priest to-day with girls,"" the captain said looking at the priest and at me. the priest smiled and blushed and shook his head. this captain baited him often. ""not true?"" asked the captain. ""to-day i see priest with girls."" ""no,"" said the priest. the other officers were amused at the baiting. ""priest not with girls,"" went on the captain. ""priest never with girls,"" he explained to me. he took my glass and filled it, looking at my eyes all the time, but not losing sight of the priest. ""priest every night five against one."" every one at the table laughed. ""you understand? priest every night five against one."" he made a gesture and laughed loudly. the priest accepted it as a joke. ""the pope wants the austrians to win the war,"" the major said. ""he loves franz joseph. that\'s where the money comes from. i am an atheist."" ""did you ever read the \'black pig\'?"" asked the lieutenant. ""i will get you a copy. it was that which shook my faith."" ""it is a filthy and vile book,"" said the priest. ""you do not really like it."" ', 8, '""it is very valuable,"" said the lieutenant. ""it tells you about those priests. you will like it,"" he said to me. i smiled at the priest and he smiled back across the candle-light. ""don\'t you read it,"" he said. ""i will get it for you,"" said the lieutenant. ""all thinking men are atheists,"" the major said. ""i do not believe in the free masons however."" ""i believe in the free masons,"" the lieutenant said. ""it is a noble organization."" some one came in and as the door opened i could see the snow falling. ""there will be no more offensive now that the snow has come,"" i said. ""certainly not,"" said the major. ""you should go on leave. you should go to rome, naples, sicily--"" ""he should visit amalfi,"" said the lieutenant. ""i will write you cards to my family in amalfi. they will love you like a son."" ""he should go to palermo."" ""he ought to go to capri."" ""i would like you to see abruzzi and visit my family at capracotta,"" said the priest. ""listen to him talk about the abruzzi. there\'s more snow there than here. he doesn\'t want to see peasants. let him go to centres of culture and civilization."" ""he should have fine girls. i will give you the addresses of places in naples. beautiful young girls-- accompanied by their mothers. ha! ha! ha!"" the captain spread his hand open, the thumb up and fingers outspread as when you make shadow pictures. there was a shadow from his hand on the wall. he spoke again in pidgin italian. ""you go away like this,"" he pointed to the thumb, ""and come back like this,"" he touched the little finger. every one laughed. ""look,"" said the captain. he spread the hand again. again the candle-light made its shadows on the wall. he started with the ', 9], 134]"
8175,"""but,""",0
8176,"brightened,",0
8177,"military.""",0
8178,coppers.,0
8179,"pleasure.""",0
8180,pleasure.,0
8181,"""many",0
8182,"meet.""",0
8183,"""until",0
8184,"thee.""",0
8185,"letters,",0
8186,weeks',0
8187,carefully.,0
8188,twenty-fifth.,0
8189,"news,",0
8190,"encouragement,",0
8191,clippings;,0
8192,271,"[0, [4, 'much traffic at night and many mules on the roads with boxes of ammunition on each side of their pack- saddles and gray motor trucks that carried men, and other trucks with loads covered with canvas that moved slower in the traffic. there were big guns too that passed in the day drawn by tractors, the long barrels of the guns covered with green branches and green leafy branches and vines laid over the tractors. to the north we could look across a valley and see a forest of chestnut trees and behind it another mountain on this side of the river. there was fighting for that mountain too, but it was not successful, and in the fall when the rains came the leaves all fell from the chestnut trees and the branches were bare and the trunks black with rain. the vineyards were thin and bare-branched too and all the country wet and brown and dead with the autumn. there were mists over the river and clouds on the mountain and the trucks splashed mud on the road and the troops were muddy and wet in their capes; their rifles were wet and under their capes the two leather cartridge-boxes on the front of the belts, gray leather boxes heavy with the packs of clips of thin, long 6.5 mm. cartridges, bulged forward under the capes so that the men, passing on the road, marched as though they were six months gone with child. there were small gray motor cars that passed going very fast; usually there was an officer on the seat with the driver and more officers in the back seat. they splashed more mud than the camions even and if one of the officers in the back was very small and sitting between two generals, he himself so small that you could not see his face but only the top of his cap and his narrow back, and if the car went especially fast it was probably the king. he lived in udine and came out in this way nearly every day to see how things were going, and things went very badly. at the start of the winter came the permanent rain and with the rain came the cholera. but it was checked and in the end only seven thousand died of it in the army. ', 5, 'the next year there were many victories. the mountain that was beyond the valley and the hillside where the chestnut forest grew was captured and there were victories beyond the plain on the plateau to the south and we crossed the river in august and lived in a house in gorizia that had a fountain and many thick shady trees in a walled garden and a wistaria vine purple on the side of the house. now the fighting was in the next mountains beyond and was not a mile away. the town was very nice and our house was very fine. the river ran behind us and the town had been captured very handsomely but the mountains beyond it could not be taken and i was very glad the austrians seemed to want to come back to the town some time, if the war should end, because they did not bombard it to destroy it but only a little in a military way. people lived on in it and there were hospitals and cafés and artillery up side streets and two bawdy houses, one for troops and one for officers, and with the end of the summer, the cool nights, the fighting in the mountains beyond the town, the shell-marked iron of the railway bridge, the smashed tunnel by the river where the ', 6, ""fighting had been, the trees around the square and the long avenue of trees that led to the square; these with there being girls in the town, the king passing in his motor car, sometimes now seeing his face and little long necked body and gray beard like a goat's chin tuft; all these with the sudden interiors of houses that had lost a wall through shelling, with plaster and rubble in their gardens and sometimes in the street, and the whole thing going well on the carso made the fall very different from the last fall when we had been in the country. the war was changed too. the forest of oak trees on the mountain beyond the town was gone. the forest had been green in the summer when we had come into the town but now there were the stumps and the broken trunks and the ground torn up, and one day at the end of the fall when i was out where the oak forest had been i saw a cloud coming over the mountain. it came very fast and the sun went a dull yellow and then everything was gray and the sky was covered and the cloud came on down the mountain and suddenly we were in it and it was snow. the snow slanted across the wind, the bare ground was covered, the stumps of trees projected, there was snow on the guns and there were paths in the snow going back to the latrines behind trenches. later, below in the town, i watched the snow falling, looking out of the window of the bawdy house, the house for officers, where i sat with a friend and two glasses drinking a bottle of asti, and, looking out at the snow falling slowly and heavily, we knew it was all over for that year. up the river the mountains had not been taken; none of the mountains beyond the river had been taken. that was all left for next year. my friend saw the priest from our mess going by in the street, walking carefully in the slush, and pounded on the window to attract his attention. the priest looked up. he saw us and smiled. my friend motioned for him to come in. the priest shook his head and went on. that night in the mess after the spaghetti course, which every one ate "", 7, 'very quickly and seriously, lifting the spaghetti on the fork until the loose strands hung clear then lowering it into the mouth, or else using a continuous lift and sucking into the mouth, helping ourselves to wine from the grass-covered gallon flask; it swung in a metal cradle and you pulled the neck of the flask down with the forefinger and the wine, clear red, tannic and lovely, poured out into the glass held with the same hand; after this course, the captain commenced picking on the priest. the priest was young and blushed easily and wore a uniform like the rest of us but with a cross in dark red velvet above the left breast pocket of his gray tunic. the captain spoke pidgin italian for my doubtful benefit, in order that i might understand perfectly, that nothing should be lost. ""priest to-day with girls,"" the captain said looking at the priest and at me. the priest smiled and blushed and shook his head. this captain baited him often. ""not true?"" asked the captain. ""to-day i see priest with girls."" ""no,"" said the priest. the other officers were amused at the baiting. ""priest not with girls,"" went on the captain. ""priest never with girls,"" he explained to me. he took my glass and filled it, looking at my eyes all the time, but not losing sight of the priest. ""priest every night five against one."" every one at the table laughed. ""you understand? priest every night five against one."" he made a gesture and laughed loudly. the priest accepted it as a joke. ""the pope wants the austrians to win the war,"" the major said. ""he loves franz joseph. that\'s where the money comes from. i am an atheist."" ""did you ever read the \'black pig\'?"" asked the lieutenant. ""i will get you a copy. it was that which shook my faith."" ""it is a filthy and vile book,"" said the priest. ""you do not really like it."" ', 8, '""it is very valuable,"" said the lieutenant. ""it tells you about those priests. you will like it,"" he said to me. i smiled at the priest and he smiled back across the candle-light. ""don\'t you read it,"" he said. ""i will get it for you,"" said the lieutenant. ""all thinking men are atheists,"" the major said. ""i do not believe in the free masons however."" ""i believe in the free masons,"" the lieutenant said. ""it is a noble organization."" some one came in and as the door opened i could see the snow falling. ""there will be no more offensive now that the snow has come,"" i said. ""certainly not,"" said the major. ""you should go on leave. you should go to rome, naples, sicily--"" ""he should visit amalfi,"" said the lieutenant. ""i will write you cards to my family in amalfi. they will love you like a son."" ""he should go to palermo."" ""he ought to go to capri."" ""i would like you to see abruzzi and visit my family at capracotta,"" said the priest. ""listen to him talk about the abruzzi. there\'s more snow there than here. he doesn\'t want to see peasants. let him go to centres of culture and civilization."" ""he should have fine girls. i will give you the addresses of places in naples. beautiful young girls-- accompanied by their mothers. ha! ha! ha!"" the captain spread his hand open, the thumb up and fingers outspread as when you make shadow pictures. there was a shadow from his hand on the wall. he spoke again in pidgin italian. ""you go away like this,"" he pointed to the thumb, ""and come back like this,"" he touched the little finger. every one laughed. ""look,"" said the captain. he spread the hand again. again the candle-light made its shadows on the wall. he started with the ', 9], 135]"
8193,news?,0
8194,list.,0
8195,"meal,",0
8196,"cognac,",0
8197,"pocket,",0
8198,"dressing-gown,",0
8199,league.,0
8200,boston.,0
8201,"dull,",0
8202,"stale,",0
8203,old.,0
8204,camps.,0
8205,camp.,0
8206,interest.,0
8207,"war,",0
8208,leagues.,0
8209,worse.,0
8210,o'clock.,0
8211,"late,",0
8212,"""nowhere.",0
8213,273,"[18, [4, 'much traffic at night and many mules on the roads with boxes of ammunition on each side of their pack- saddles and gray motor trucks that carried men, and other trucks with loads covered with canvas that moved slower in the traffic. there were big guns too that passed in the day drawn by tractors, the long barrels of the guns covered with green branches and green leafy branches and vines laid over the tractors. to the north we could look across a valley and see a forest of chestnut trees and behind it another mountain on this side of the river. there was fighting for that mountain too, but it was not successful, and in the fall when the rains came the leaves all fell from the chestnut trees and the branches were bare and the trunks black with rain. the vineyards were thin and bare-branched too and all the country wet and brown and dead with the autumn. there were mists over the river and clouds on the mountain and the trucks splashed mud on the road and the troops were muddy and wet in their capes; their rifles were wet and under their capes the two leather cartridge-boxes on the front of the belts, gray leather boxes heavy with the packs of clips of thin, long 6.5 mm. cartridges, bulged forward under the capes so that the men, passing on the road, marched as though they were six months gone with child. there were small gray motor cars that passed going very fast; usually there was an officer on the seat with the driver and more officers in the back seat. they splashed more mud than the camions even and if one of the officers in the back was very small and sitting between two generals, he himself so small that you could not see his face but only the top of his cap and his narrow back, and if the car went especially fast it was probably the king. he lived in udine and came out in this way nearly every day to see how things were going, and things went very badly. at the start of the winter came the permanent rain and with the rain came the cholera. but it was checked and in the end only seven thousand died of it in the army. ', 5, 'the next year there were many victories. the mountain that was beyond the valley and the hillside where the chestnut forest grew was captured and there were victories beyond the plain on the plateau to the south and we crossed the river in august and lived in a house in gorizia that had a fountain and many thick shady trees in a walled garden and a wistaria vine purple on the side of the house. now the fighting was in the next mountains beyond and was not a mile away. the town was very nice and our house was very fine. the river ran behind us and the town had been captured very handsomely but the mountains beyond it could not be taken and i was very glad the austrians seemed to want to come back to the town some time, if the war should end, because they did not bombard it to destroy it but only a little in a military way. people lived on in it and there were hospitals and cafés and artillery up side streets and two bawdy houses, one for troops and one for officers, and with the end of the summer, the cool nights, the fighting in the mountains beyond the town, the shell-marked iron of the railway bridge, the smashed tunnel by the river where the ', 6, ""fighting had been, the trees around the square and the long avenue of trees that led to the square; these with there being girls in the town, the king passing in his motor car, sometimes now seeing his face and little long necked body and gray beard like a goat's chin tuft; all these with the sudden interiors of houses that had lost a wall through shelling, with plaster and rubble in their gardens and sometimes in the street, and the whole thing going well on the carso made the fall very different from the last fall when we had been in the country. the war was changed too. the forest of oak trees on the mountain beyond the town was gone. the forest had been green in the summer when we had come into the town but now there were the stumps and the broken trunks and the ground torn up, and one day at the end of the fall when i was out where the oak forest had been i saw a cloud coming over the mountain. it came very fast and the sun went a dull yellow and then everything was gray and the sky was covered and the cloud came on down the mountain and suddenly we were in it and it was snow. the snow slanted across the wind, the bare ground was covered, the stumps of trees projected, there was snow on the guns and there were paths in the snow going back to the latrines behind trenches. later, below in the town, i watched the snow falling, looking out of the window of the bawdy house, the house for officers, where i sat with a friend and two glasses drinking a bottle of asti, and, looking out at the snow falling slowly and heavily, we knew it was all over for that year. up the river the mountains had not been taken; none of the mountains beyond the river had been taken. that was all left for next year. my friend saw the priest from our mess going by in the street, walking carefully in the slush, and pounded on the window to attract his attention. the priest looked up. he saw us and smiled. my friend motioned for him to come in. the priest shook his head and went on. that night in the mess after the spaghetti course, which every one ate "", 7, 'very quickly and seriously, lifting the spaghetti on the fork until the loose strands hung clear then lowering it into the mouth, or else using a continuous lift and sucking into the mouth, helping ourselves to wine from the grass-covered gallon flask; it swung in a metal cradle and you pulled the neck of the flask down with the forefinger and the wine, clear red, tannic and lovely, poured out into the glass held with the same hand; after this course, the captain commenced picking on the priest. the priest was young and blushed easily and wore a uniform like the rest of us but with a cross in dark red velvet above the left breast pocket of his gray tunic. the captain spoke pidgin italian for my doubtful benefit, in order that i might understand perfectly, that nothing should be lost. ""priest to-day with girls,"" the captain said looking at the priest and at me. the priest smiled and blushed and shook his head. this captain baited him often. ""not true?"" asked the captain. ""to-day i see priest with girls."" ""no,"" said the priest. the other officers were amused at the baiting. ""priest not with girls,"" went on the captain. ""priest never with girls,"" he explained to me. he took my glass and filled it, looking at my eyes all the time, but not losing sight of the priest. ""priest every night five against one."" every one at the table laughed. ""you understand? priest every night five against one."" he made a gesture and laughed loudly. the priest accepted it as a joke. ""the pope wants the austrians to win the war,"" the major said. ""he loves franz joseph. that\'s where the money comes from. i am an atheist."" ""did you ever read the \'black pig\'?"" asked the lieutenant. ""i will get you a copy. it was that which shook my faith."" ""it is a filthy and vile book,"" said the priest. ""you do not really like it."" ', 8, '""it is very valuable,"" said the lieutenant. ""it tells you about those priests. you will like it,"" he said to me. i smiled at the priest and he smiled back across the candle-light. ""don\'t you read it,"" he said. ""i will get it for you,"" said the lieutenant. ""all thinking men are atheists,"" the major said. ""i do not believe in the free masons however."" ""i believe in the free masons,"" the lieutenant said. ""it is a noble organization."" some one came in and as the door opened i could see the snow falling. ""there will be no more offensive now that the snow has come,"" i said. ""certainly not,"" said the major. ""you should go on leave. you should go to rome, naples, sicily--"" ""he should visit amalfi,"" said the lieutenant. ""i will write you cards to my family in amalfi. they will love you like a son."" ""he should go to palermo."" ""he ought to go to capri."" ""i would like you to see abruzzi and visit my family at capracotta,"" said the priest. ""listen to him talk about the abruzzi. there\'s more snow there than here. he doesn\'t want to see peasants. let him go to centres of culture and civilization."" ""he should have fine girls. i will give you the addresses of places in naples. beautiful young girls-- accompanied by their mothers. ha! ha! ha!"" the captain spread his hand open, the thumb up and fingers outspread as when you make shadow pictures. there was a shadow from his hand on the wall. he spoke again in pidgin italian. ""you go away like this,"" he pointed to the thumb, ""and come back like this,"" he touched the little finger. every one laughed. ""look,"" said the captain. he spread the hand again. again the candle-light made its shadows on the wall. he started with the ', 9], 136]"
8214,"lose.""",0
8215,"""nothing.",0
8216,"big.""",0
8217,"manage.""",0
8218,"won't,",0
8219,care.,0
8220,taut.,0
8221,nothing's,0
8222,sure?,0
8223,"tell.""",0
