,word,count,pages,contexts,chapters
3851,plump,3,"{192, 193, 311}","['of she was plump and dark and ', 'came down her plump cheeks her sister ', 'old man a plump woman in a ']","{40, 27}"
3852,sorella,1,set(),['looked about sixteen sorella i asked and '],set()
3853,stiffen,1,{193},['i felt her stiffen away when i '],{27}
3854,younger,6,"{193, 249, 257}","['perhaps a year younger aymo put his ', 'cried but the younger girl took the ', 'a while the younger girl gave her ', 'is he hes younger than ever he ', 'they are a younger nation do younger ', 'younger nation do younger nations always win ']","{35, 34, 27}"
3855,elder,2,{193},"['hand on the elder girls thigh and ', 'heads and the elder said something in ']",{27}
3856,pair,1,{193},['him fiercely the pair of them were '],{27}
3857,danger,12,"{193, 269, 209, 211, 245, 314, 222}","['he said no danger of using the ', 'aymo said no danger of no place ', 'were in more danger if they should ', 'are in more danger from italians than ', 'there was no danger we had walked ', 'to be any danger no one had ', 'being in any danger of it they ', 'werent you in danger then not much ', 'ran the most danger of meeting guardia ', 'what is the danger of a caesarean ', 'greater than the danger of an ordinary ', 'about infection the danger is not so ']","{34, 36, 41, 27, 30}"
3858,vulgar,1,{193},['of using the vulgar word no place '],{27}
3859,stiffly,1,{193},['little then sitting stiffly and looking at '],{27}
3860,fierce,2,{297},"['had been so fierce began to sob ', 'so stiff and fierce and its very ']",{38}
3861,sob,1,set(),['fierce began to sob i guess i '],set()
3862,knapsack,1,{193},['brought out his knapsack and cut off '],{27}
3863,sobbed,5,{193},"['older sister still sobbed a little shell ', 'dont care ferguson sobbed i think its ', 'not crying ferguson sobbed im not crying ', 'know it ferguson sobbed you mustnt mind ', 'oh oh she sobbed then looked at ']",{27}
3864,virgin,3,{196},"['came to him virgin he asked the ', 'her head vigorously virgin too he pointed ', 'what about my virgin family aymo asked ']",{28}
3865,vigorously,1,set(),['nodded her head vigorously virgin too he '],set()
3866,cheered,2,{241},"['the girls seemed cheered i left them ', 'little im not cheered by seeing you ']",{33}
3867,pianis,4,"{202, 194, 197}","['went back to pianis car the column ', 'i could see pianis car pulling out ', 'any other way pianis and bonellos cars ', 'go to church pianis an anarchist too ']",{28}
3868,alongside,2,set(),"['troops kept passing alongside it was still ', 'brought the boat alongside i pulled in ']",set()
3869,stops,1,{194},['some of the stops in the movement '],{28}
3870,wiring,1,set(),['cars with wet wiring more likely they '],set()
3871,tie,3,"{194, 196, 253}","['still traffic could tie up in cities ', 'be killed to tie up completely the ', 'dress knotting my tie and looking in ']","{35, 28}"
3872,cities,1,{194},['tie up in cities when every one '],{28}
3873,virgins,3,set(),"['place for two virgins real virgins probably ', 'two virgins real virgins probably very religious ', 'what about bartos virgins they can get ']",set()
3874,religious,3,{258},"['virgins probably very religious if there were ', 'have outlived my religious feeling my own ', 'that is a religious feeling you believe ']",{35}
3875,ye,1,{194},['me blow blow ye western wind well '],{28}
3876,dopey,1,set(),['again i was dopey i said i '],set()
3877,slacking,1,{195},['the rain was slacking and we were '],{28}
3878,stationary,1,{195},['far ahead everything stationary except for the '],{28}
3879,filtering,1,{195},['for the infantry filtering through we started '],{28}
3880,rate,2,"{195, 278}","['but seeing the rate of progress in ', 'said at any rate you will report ']","{28, 37}"
3881,reach,3,"{195, 301, 223}","['ever hoped to reach udine in the ', 'that i would reach the shore some ', 'arent many people reach my time without ']","{38, 28, 30}"
3882,household,1,{195},['carts loaded with household goods there were '],{28}
3883,projecting,1,{195},['there were mirrors projecting up between mattresses '],{28}
3884,mattresses,1,set(),['projecting up between mattresses and chickens and '],set()
3885,chickens,1,{195},['between mattresses and chickens and ducks tied '],{28}
3886,ducks,1,{195},['and chickens and ducks tied to carts '],{28}
3887,sewing,2,"{195, 318}","['there was a sewing machine on the ', 'the doctor was sewing up the great ']","{41, 28}"
3888,cart,2,{195},"['machine on the cart ahead of us ', 'big empty twowheeled cart the shafts tipped ']",{28}
3889,huddled,1,{195},['the women sat huddled from the rain '],{28}
3890,dogs,1,{195},['could there were dogs now in the '],{28}
3891,soggy,1,{195},['wet and too soggy to try to '],{28}
3892,side-road,4,"{210, 195, 197}","['to find a side-road we could take ', 'onto the little side-road and starting up ', 'make for the side-road and work to ', 'us from the side-road the bullet went ']","{28, 30}"
3893,side-roads,2,"{210, 195}","['there were many side-roads but did not ', 'were plenty of side-roads across the plain ']","{28, 30}"
3894,lead,2,"{195, 197}","['one that would lead to nothing i ', 'other side will lead to anything sure ']",{28}
3895,bowling,1,{195},['always passed them bowling along in the '],{28}
3896,hedge,8,"{201, 196, 197, 199}","['fields with a hedge of trees on ', 'showing through the hedge of bare branches ', 'was a high hedge on either side ', 'muddy road the hedge on either side ', 'went through the hedge and was out ', 'him through the hedge as he ran ', 'lay beside the hedge he came back ', 'lay beside the hedge well put his ']",{28}
3897,leads,1,{196},['aymo if it leads nowhere we can '],{28}
3898,unshaven,1,{196},['seat they were unshaven but still military '],{28}
3899,push,5,"{200, 311}","['be good to push i said i ', 'one that could push they could go ', 'wide back to push bersaglieri aymo smiled ', 'grip and then push until the car ', 'i can i push down but it ']","{40, 28}"
3900,widest,1,{196},['they have the widest backs they measure '],{28}
3901,measure,1,{196},['widest backs they measure them how do '],{28}
3902,showing,2,"{197, 254}","['it his car showing through the hedge ', 'two champagne bottles showing above the ice ']","{35, 28}"
3903,hedges,2,set(),"['narrow road between hedges it led to ', 'the road the hedges the fields and ']",set()
3904,farmyard,1,set(),['stopped in the farmyard the house was '],set()
3905,trellis,1,{197},['long with a trellis with a grape-vine '],{28}
3906,grape-vine,1,{197},['trellis with a grape-vine over the door '],{28}
3907,boiled,1,{197},['low gear had boiled it out the '],{28}
3908,deserted,5,"{250, 251, 197, 246}","['the farmhouse was deserted i looked back ', 'going into any deserted house they looked ', 'a criminal ive deserted from the army ', 'stresa looked very deserted from the lake ', 'lake and the deserted shore the barman ']","{34, 28}"
3909,slight,1,{197},['was on a slight elevation above the '],{28}
3910,elevation,1,{197},['on a slight elevation above the plain '],{28}
3911,partner,1,set(),['clock wheres your partner i asked hes '],set()
3912,latrine,1,set(),['gone to the latrine he got up '],set()
3913,abandoned,6,"{217, 206, 198, 207}","['and dark an abandoned feeling bonello and ', 'long line of abandoned trucks and carts ', 'any troops only abandoned trucks and stores ', 'trees and the abandoned vehicles on the ', 'two british ambulances abandoned in the block ', 'pad of paper abandoned his troops ordered ']","{28, 29, 30}"
3914,sliced,1,{198},['it out bonello sliced a big cheese '],{28}
3915,apples,2,set(),"['wine too and apples thats a good ', 'eating cheese and apples aymo was smoking ']",set()
3916,wicker-covered,1,{198},['of a big wicker-covered wine jug he '],{28}
3917,jug,3,{198},"['big wicker-covered wine jug he tipped it ', 'carrying the great jug of wine thats ', 'up the wine jug and put it ']",{28}
3918,pan,1,{198},['poured a copper pan full it smells '],{28}
3919,beakers,1,set(),['said find some beakers barto the two '],set()
3920,travels,1,{198},['said an army travels on its stomach '],{28}
3921,precious,1,set(),['but time is precious i believe the '],set()
3922,regretfully,1,set(),['looked at it regretfully i guess it '],set()
3923,canteens,2,{198},"['give me the canteens to fill he ', 'he filled the canteens and some of ']",{28}
3924,paving,1,{198},['on the stone paving of the courtyard '],{28}
3925,breaking,1,{199},['find it without breaking the door down '],{28}
3926,solid,4,"{225, 199}","['a fine low solid stone house and ', 'looked long and solid we climbed up ', 'with a high solid embankment a solid ', 'solid embankment a solid roadbed and double ']","{28, 30}"
3927,ironwork,1,{199},['house and the ironwork of the well '],{28}
3928,following,1,{199},['the cars were following closely at noon '],{28}
3929,closely,1,set(),['cars were following closely at noon we '],set()
3930,noon,5,"{200, 310}","['following closely at noon we were stuck ', 'the morning at noon catherine was still ', 'had choucroute this noon i said thats ', 'ate choucroute this noon he was a ', 'a demi-blonde this noon i ate the ']","{40, 28}"
3931,figure,2,set(),"['as we could figure ten kilometres from ', 'change in her figure i dont care ']",set()
3932,kilometres,3,"{200, 266}","['could figure ten kilometres from udine the ', 'far its thirty-five kilometres how should we ', 'its some thirty kilometres from here i ']","{28, 36}"
3933,forenoon,1,{200},['stopped during the forenoon and three times '],{28}
3934,bombing,1,{200},['and heard them bombing on the main '],{28}
3935,highroad,1,set(),['on the main highroad we had worked '],set()
3936,network,1,{200},['worked through a network of secondary roads '],{28}
3937,secondary,2,"{200, 210}","['a network of secondary roads and had ', 'keeping to the secondary roads beyond udine ']","{28, 30}"
3938,blind,2,{200},"['roads that were blind but had always ', 'out of a blind road had gotten ']",{28}
3939,aymos,3,"{200, 211}","['to udine now aymos car in backing ', 'piani picked up aymos cap where it ', 'shook his head aymos dead he said ']","{28, 30}"
3940,spinning,1,set(),['and the wheels spinning had dug deeper '],set()
3941,deeper,3,{200},"['spinning had dug deeper and deeper until ', 'dug deeper and deeper until the car ', 'only dug in deeper then the car ']",{28}
3942,rested,5,"{200, 224, 271}","['until the car rested on its differential ', 'willow bushes and rested again my arms ', 'catherine said i rested on the oars ', 'on if youre rested im rested we ', 'youre rested im rested we went on ']","{28, 37, 30}"
3943,dig,2,"{200, 202}","['now was to dig out in front ', 'bonello asked well dig out and try ']",{28}
3944,chains,1,{200},['so that the chains could grip and '],{28}
3945,grip,1,set(),['the chains could grip and then push '],set()
3946,halt,2,set(),"['down the road halt i said they ', 'order you to halt i called they ']",set()
3947,missed,5,"{201, 266, 265, 238, 251}","['and fired i missed and they both ', 'time and i missed the feeling of ', 'again i had missed him did he ', 'waves sometimes i missed the water with ', 'see pallanza weve missed it how are ']","{33, 34, 28, 36}"
3948,clip,2,set(),"['put in another clip i saw it ', 'reload the empty clip bonello came up ']",set()
3949,reload,1,{201},['i commenced to reload the empty clip '],{28}
3950,mans,2,"{201, 217}","['pistol against the mans head and pulled ', 'anything by a mans being married but ']","{28, 30}"
3951,trigger,1,set(),['and pulled the trigger the pistol did '],set()
3952,cock,1,{201},['you have to cock it i said '],{28}
3953,cocked,1,{201},['i said he cocked it and fired '],{28}
3954,scum,2,{232},"['pistol the dirty scum piani said we ', 'skimmed the milk scum off the top ']",{32}
3955,twigs,2,"{201, 223}","['were all cutting twigs and branches everything ', 'i could see twigs on the willow ']","{28, 30}"
3956,digging,1,{202},['car bonello was digging out in front '],{28}
3957,spun,3,{202},"['gear the wheels spun round throwing brush ', 'and the wheels spun freely in the ', 'car the wheels spun and we pushed ']",{28}
3958,throwing,1,{202},['wheels spun round throwing brush and mud '],{28}
3959,joints,1,{202},['could feel our joints crack the car '],{28}
3960,reverse,1,set(),['the engine in reverse then forward the '],set()
3961,resting,2,"{202, 269}","['the car was resting on the differential ', 'rowing awhile then resting and holding the ']","{28, 36}"
3962,freely,1,{202},['the wheels spun freely in the holes '],{28}
3963,rope,2,set(),"['her with a rope i said i ', 'quite hard skipping rope shadowboxing doing abdominal ']",set()
3964,bonellos,1,{202},['way pianis and bonellos cars could only '],{28}
3965,roped,1,{202},['narrow road we roped both cars together '],{28}
3966,fault,2,set(),"['it was my fault i had led ', 'the little darlings fault didnt you want ']",set()
3967,ripped,2,"{202, 267}","['the cape then ripped it in two ', 'of an inside-out ripped umbrella where i ']","{28, 36}"
3968,catch,6,"{225, 204, 270, 239, 245}","['the wheels to catch we were ready ', 'alone if they catch them i said ', 'think i would catch cold if i ', 'of year you catch some beautiful pieces ', 'you if they catch you out of ', 'i began to catch crabs and soon ']","{33, 34, 37, 29, 30}"
3969,ed,1,set(),['any use its ed i said is '],set()
3970,pockets,2,"{203, 229}","['looking through the pockets of the sergeants ', 'went through the pockets and took the ']","{29, 31}"
3971,bartos,1,{203},['said what about bartos virgins they can '],{29}
3972,shooting,2,{215},"['notice of the shooting i looked back ', 'death perhaps and shooting in the dark ']",{30}
3973,long-sleeved,1,{203},['in his dirty long-sleeved underwear i got '],{29}
3974,underwear,2,{225},"['his dirty long-sleeved underwear i got up ', 'i had woven underwear and i did ']",{30}
3975,entered,1,{203},['when the road entered the field i '],{29}
3976,hubs,1,set(),['in to the hubs we left them '],set()
3977,highway,2,"{210, 203}","['toward the main highway i pointed down ', 'away from the highway now and we ']","{29, 30}"
3978,pointing,2,{210},"['there i said pointing friends family they ', 'embankment his feet pointing downhill breathing blood ']",{30}
3979,tightly,1,{203},['held the money tightly and started down '],{29}
3980,shawls,1,{203},['the road their shawls close around them '],{29}
3981,apprehensively,1,{203},['them looking back apprehensively at us the '],{29}
3982,direction,1,set(),['go in that direction tenente bonello asked '],set()
3983,bunch,1,{204},['off in a bunch of people than '],{29}
3984,build,1,{204},['theyll have to build a road to '],{29}
3985,bicycles,4,{204},"['christ we had bicycles bonello said do ', 'do they ride bicycles in america aymo ', 'christ we had bicycles bonello said im ', 'frame of the bicycles stick bombs hung ']",{29}
3986,bicycle,2,"{208, 204}","['aymo said a bicycle is a splendid ', 'them they were bicycle troops i saw ']",{29}
3987,cavalry,3,set(),"['will be the cavalry piani said i ', 'theyve got any cavalry i hope to ', 'lance by any cavalry you certainly shot ']",set()
3988,lance,1,{204},['stuck on a lance by any cavalry '],{29}
3989,anarchist,4,{205},"['laughed hes an anarchist piani said he ', 'church pianis an anarchist too bonello said ', 'listen to the anarchist aymo said make ', 'havent you brains anarchist if i had ']",{29}
3990,socialists,5,set(),"['no tenente were socialists we come from ', 'are you all socialists everybody is it ', 'get to be socialists were all socialists ', 'socialists were all socialists everybody is a ', 'weve always been socialists you come tenente ']",set()
3991,imola,1,set(),['we come from imola havent you ever '],set()
3992,socialist,2,{205},"['everybody is a socialist weve always been ', 'make you a socialist too ahead the ']",{29}
3993,orchard,1,set(),['wall an apple orchard as the road '],set()
3994,uphill,2,{205},"['the road went uphill they ceased talking ', 'ought to be uphill i said piani ']",{29}
3995,ceased,2,"{229, 205}","['went uphill they ceased talking we walked ', 'obligation although that ceased when the carabiniere ']","{29, 31}"
3996,arch,1,{206},['centre the stone arch was fallen into '],{29}
3997,path,6,"{225, 262, 206, 212, 283, 284}","['across there the path was wet and ', 'there was a path across the field ', 'end of a path onto a railway ', 'walked down the path under the giant ', 'and on a path through the pine ', 'there was a path went down the ']","{37, 35, 29, 30}"
3998,stores,1,set(),['abandoned trucks and stores along the river '],set()
3999,mined,2,{207},"['gone its probably mined bonello said you ', 'it wont be mined to blow up ']",{29}
4000,clouded,2,"{269, 207}","['the sky had clouded over again and ', 'down the sky clouded over again and ']","{36, 29}"
4001,embankment,18,"{225, 210, 211}","['climbed up the embankment come one at ', 'beside the railway embankment aymo came down ', 'mud behind the embankment looking across the ', 'machine-guns along this embankment you tell us ', 'thrown down the embankment down down aymo ', 'down beside the embankment there was another ', 'mud of the embankment and came up ', 'started down the embankment come on i ', 'started down the embankment a shot was ', 'mud of the embankment go on back ', 'started up the embankment slipping in the ', 'went up the embankment as fast as ', 'side of the embankment his feet pointing ', 'rolled down the embankment and put it ', 'side of the embankment i looked back ', 'angle of the embankment he was quite ', 'a high solid embankment a solid roadbed ', 'down on the embankment so that i ']",{30}
4002,trip-wires,1,{207},['rails for any trip-wires or signs of '],{29}
4003,signs,2,"{254, 207}","['any trip-wires or signs of explosive but ', 'old i detect signs of age now ']","{35, 29}"
4004,gaps,1,{207},['down below the gaps in the ties '],{29}
4005,countryside,1,{207},['across the wet countryside i could see '],{29}
4006,mud-colored,1,{207},['watched a yellow mud-colored motor car crossed '],{29}
4007,crouched,2,{207},"['climbed down and crouched beside the railway ', 'and we all crouched in the mud ']",{29}
4008,upper,2,"{288, 207}","['crossed on the upper bridge a staff ', 'stairway to the upper street then up ']","{37, 29}"
4009,feelings,2,{208},"['havent got strange feelings in the head ', 'shame and no feelings she began to ']",{29}
4010,unhooked,2,"{208, 267}","['a drink he unhooked his canteen and ', 'pulling sail i unhooked the handle from ']","{36, 29}"
4011,uncorked,1,{208},['his canteen and uncorked it look look '],{29}
4012,supernaturally,1,set(),['moved smoothly almost supernaturally along as they '],set()
4013,faces,3,"{208, 290}","['i saw the faces of the first ', 'side of their faces their carbines were ', 'blew in our faces so we could ']","{29, 38}"
4014,ruddy,1,{208},['two they were ruddy and healthy-looking their '],{29}
4015,healthy-looking,2,{272},"['were ruddy and healthy-looking their helmets came ', 'he had a healthy-looking face and a ']",{37}
4016,iow,1,{208},['their helmets came iow down over their '],{29}
4017,foreheads,1,{208},['down over their foreheads and the side '],{29}
4018,carbines,3,"{208, 271}","['their faces their carbines were clipped to ', 'leaning on their carbines they were wide-hatted ', 'up and their carbines slung across their ']","{37, 29}"
4019,clipped,1,{208},['their carbines were clipped to the frame '],{29}
4020,frame,1,{208},['clipped to the frame of the bicycles '],{29}
4021,dozen,2,set(),"['then almost a dozen then another dozen ', 'dozen then another dozen then one alone ']",set()
4022,failed,1,{209},['ambulances i had failed at that all '],{30}
4023,calm,3,"{209, 229}","['was to be calm and not get ', 'ones and the calm ones and the ', 'to be perfectly calm the men stood ']","{30, 31}"
4024,railroad,3,"{248, 209}","['walked along the railroad track on both ', 'pass on this railroad visible a long ', 'the piave the railroad crossed it near ']","{34, 30}"
4025,clock-tower,1,set(),['campanile and the clock-tower there were many '],set()
4026,thrown,1,{209},['out too and thrown down the embankment '],{30}
4027,group,5,"{209, 220}","['there was another group of bicyclists passing ', 'road toward a group of people in ', 'up to the group there were four ', 'of him a group of men were ', 'in with the group waiting to be ']",{30}
4028,bicyclists,1,{209},['another group of bicyclists passing along the '],{30}
4029,span,1,set(),['left of the span we heard firing '],set()
4030,cyclists,1,set(),['had seen the cyclists to the south '],set()
4031,branch-road,1,{210},['was a small branch-road across the fields '],{30}
4032,campoformio,1,{210},['across country toward campoformio and the main '],{30}
4033,avoid,1,{210},['tagliamento we could avoid the main line '],{30}
4034,bullet,2,{210},"['the side-road the bullet went into the ', 'neck and the bullet had ranged upward ']",{30}
4035,slipping,2,"{265, 210}","['up the embankment slipping in the mud ', 'keep them from slipping out i pulled ']","{36, 30}"
4036,shots,7,"{210, 220, 222}","['go two more shots came from the ', 'walked toward them shots were fired i ', 'i heard the shots they were questioning ', 'bank there were shots when i ran ', 'i ran and shots when i came ', 'there were no shots now the piece ', 'the wine between shots speaking in italian ']",{30}
4037,lurched,1,set(),['crossing the tracks lurched tripped and fell '],set()
4038,tripped,2,"{210, 222}","['the tracks lurched tripped and fell face ', 'head down i tripped at the edge ']",{30}
4039,irregularly,1,set(),['downhill breathing blood irregularly the three of '],set()
4040,squatted,1,{210},['three of us squatted over him in '],{30}
4041,ranged,1,{210},['the bullet had ranged upward and come '],{30}
4042,upward,1,{210},['bullet had ranged upward and come out '],{30}
4043,eye,1,set(),['under the right eye he died while '],set()
4044,emergency,1,{210},['piece of the emergency dressing then let '],{30}
4045,epithet,1,set(),['word as an epithet italiani bonello said '],set()
4046,italiani,1,set(),['as an epithet italiani bonello said nothing '],set()
4047,rolled,2,"{211, 228}","['where it had rolled down the embankment ', 'hungry finally i rolled over and lay ']","{30, 31}"
4048,puttee-wrapped,1,{211},['his side his puttee-wrapped legs and muddy '],{30}
4049,farm,1,{212},['it and the farm buildings were built '],{30}
4050,merged,1,{212},['the second floor merged into the barn '],{30}
4051,barn,8,"{212, 213}","['merged into the barn and there was ', 'up in the barn i said do ', 'look at the barn i found a ', 'they left the barn was half full ', 'was a big barn and we could ', 'lying in a barn in the hay ', 'wall of the barn the barn was ', 'the barn the barn was gone now ']",{30}
4052,hay,15,"{212, 213, 214}","['and there was hay coming out between ', 'half full of hay there were two ', 'chute so that hay might be pitched ', 'floor where the hay carts drove in ', 'in when the hay was hauled in ', 'and smelled the hay and when i ', 'go down the hay chute if the ', 'hide in the hay if we heard ', 'shot aymo the hay smelled good and ', 'barn in the hay took away all ', 'had lain in hay and talked and ', 'lying in the hay i had been ', 'up on the hay we set the ', 'sat in the hay and ate the ', 'flat on the hay and looked out ']",{30}
4053,blocks,1,{212},['was of stone blocks and all the '],{30}
4054,twowheeled,1,{212},['a big empty twowheeled cart the shafts '],{30}
4055,shafts,1,{212},['twowheeled cart the shafts tipped high up '],{30}
4056,hearth,1,set(),['the big open hearth the pots hung '],set()
4057,pots,1,{212},['open hearth the pots hung over the '],{30}
4058,stairway,2,"{288, 212}","['found a stone stairway that went up ', 'the steep stone stairway to the upper ']","{37, 30}"
4059,stable,3,{212},"['up from the stable underneath the stable ', 'stable underneath the stable smelt dry and ', 'dung in the stable we could pry ']",{30}
4060,smelt,1,{212},['underneath the stable smelt dry and pleasant '],{30}
4061,cattle,2,{212},"['the rain the cattle were all gone ', 'down to the cattle beams crossed the ']",{30}
4062,driven,1,{212},['all gone probably driven off when they '],{30}
4063,blocked,1,{212},['roof one was blocked with boards the '],{30}
4064,boards,1,set(),['was blocked with boards the other was '],set()
4065,dormer,1,{212},['was a narrow dormer window on the '],{30}
4066,chute,2,"{212, 213}","['there was a chute so that hay ', 'down the hay chute if the stairs ']",{30}
4067,pitched,2,{212},"['hay might be pitched down to the ', 'in to be pitched up i heard ']",{30}
4068,dung,1,{212},['smell of dried dung in the stable '],{30}
4069,pry,1,{212},['stable we could pry a board loose '],{30}
4070,impractical,1,set(),['the stairs were impractical it was a '],set()
4071,hide,1,{213},['and we could hide in the hay '],{30}
4072,mixing,1,{213},['in italian uniforms mixing with the retreat '],{30}
4073,size,3,{213},"['our retreat the size of the army ', 'youre about my size would you go ', 'a hotel this size the waiter knocked ']",{30}
4074,fewness,1,{213},['army and the fewness of the roads '],{30}
4075,lain,1,{213},['between we had lain in hay and '],{30}
4076,sparrows,1,{213},['talked and shot sparrows with an air-rifle '],{30}
4077,air-rifle,1,{213},['sparrows with an air-rifle when they perched '],{30}
4078,perched,1,{213},['air-rifle when they perched in the triangle '],{30}
4079,triangle,1,{213},['perched in the triangle cut high up '],{30}
4080,hemlock,1,{213},['had cut the hemlock woods and there '],{30}
4081,tree-tops,1,set(),['only stumps dried tree-tops branches and fireweed '],set()
4082,fireweed,1,{213},['tree-tops branches and fireweed where the woods '],{30}
4083,hay-barn,1,{213},['half-light of the hay-barn and saw piani '],{30}
4084,sausage,4,"{214, 311}","['had a long sausage a jar of ', 'you cut the sausage piani looked at ', 'and ate the sausage and drank the ', 'top and a sausage buried in the ']","{40, 30}"
4085,jar,1,{214},['long sausage a jar of something and '],{30}
4086,ladder,2,set(),"['there is the ladder then i realized ', 'went up the ladder up on the ']",set()
4087,sealing-wax,1,{214},['bottle they have sealing-wax on it he '],{30}
4088,prisoner,5,{221},"['to be a prisoner i did not ', 'to be taken prisoner there was no ', 'down as taken prisoner i dont know ', 'to be a prisoner that is one ', 'officers and the prisoner stood in front ']",{30}
4089,luigi,2,set(),"['of this window luigi i said ill ', 'are you married luigi you know i ']",set()
4090,darkness,1,{215},['dark outside the darkness came very quickly '],{30}
4091,battalion,1,{215},['while a german battalion passed then when '],{30}
4092,gigantic,1,{215},['not realized how gigantic the retreat was '],{30}
4093,ached,2,"{267, 215}","['vehicles my leg ached and i was ', 'shoulders and back ached and my hands ']","{36, 30}"
4094,incident,1,set(),['two armies without incident if aymo had '],set()
4095,unreasonably,1,set(),['came suddenly and unreasonably i wondered where '],set()
4096,basso,1,{216},['a tenente a basso gli ufficiali down '],{30}
4097,gli,1,{216},['tenente a basso gli ufficiali down with '],{30}
4098,ufficiali,1,set(),['a basso gli ufficiali down with the '],set()
4099,conversation,1,set(),['on with our conversation if the war '],set()
4100,pace,4,{218},"['it viva la pace a soldier shouted ', 'out brigata di pace some one shouted ', 'officer viva la pace come on piani ', 'go our own pace i felt very ']",{30}
4101,andiamo,1,set(),['think its over andiamo a casa a '],set()
4102,casa,1,set(),['over andiamo a casa a soldier shouted '],set()
4103,shout,2,{219},"['marching then they shout they ought to ', 'i tried to shout but my voice ']",{30}
4104,peace,2,set(),"['some one shouted peace brigade the officer ', 'made a separate peace i felt damned ']",set()
4105,earlier,1,set(),['did they started earlier i wonder where '],set()
4106,talker,1,set(),['a very rough talker are you married '],set()
4107,neither,2,set(),"['married tenente no neither is bonello you ', 'other people no neither do i i ']",set()
4108,wives,2,set(),"['to talk about wives yes how are ', 'them have other wives well be married ']",set()
4109,sore,4,"{218, 266, 269}","['your feet theyre sore enough before daylight ', 'hands were so sore i could hardly ', 'my hands were sore i could hold ', 'my hands are sore is all we ']","{36, 30}"
4110,flooded,1,{218},['down along the flooded river to the '],{30}
4111,flood,3,"{218, 223}","['the dark the flood looked high the ', 'feet above the flood pressed tight in ', 'cold and in flood and many things ']",{30}
4112,swirled,1,{218},['high the water swirled and it was '],{30}
4113,three-quarters,1,{218},['bridge was nearly three-quarters of a mile '],{30}
4114,stony,1,{218},['in the wide stony bed far below '],{30}
4115,planking,1,set(),['under the wooden planking we went along '],set()
4116,caisson,1,{218},['of an artillery caisson just ahead i '],{30}
4117,exhilaration,2,"{280, 218}","['there was no exhilaration in crossing the ', 'the head the exhilaration was all gone ']","{37, 30}"
4118,plane,1,{218},['like if a plane bombed it in '],{30}
4119,bombed,1,{218},['if a plane bombed it in the '],{30}
4120,flashing,1,{218},['on both sides flashing lights i saw '],{30}
4121,silhouetted,1,{218},['i saw them silhouetted against the sky-line '],{30}
4122,sky-line,1,set(),['silhouetted against the sky-line as we came '],set()
4123,carabiniere,6,"{218, 219, 220, 229}","['the column a carabiniere went in after ', 'and fat the carabiniere pulled him in ', 'spoke to a carabiniere i saw the ', 'i saw the carabiniere start for me ', 'them with a carabiniere on each side ', 'ceased when the carabiniere put his hands ']","{30, 31}"
4124,scrutinizing,1,{218},['the officers were scrutinizing every one in '],{30}
4125,lieutenant-colonel,6,"{220, 221}","['he was a lieutenant-colonel i saw the ', 'fat gray-haired little lieutenant-colonel they had taken ', 'pardon said the lieutenant-colonel it is because ', 'a retreat the lieutenant-colonel asked italy should ', 'shoot me the lieutenant-colonel said please shoot ', 'carabinieri took the lieutenant-colonel to the river ']",{30}
4126,flashed,1,{219},['sleeve as they flashed a light on '],{30}
4127,cheek,2,{241},"['coming down his cheek another one dove ', 'hair and her cheek and her lovely ']",{33}
4128,dove,1,{219},['cheek another one dove in toward us '],{30}
4129,grab,3,"{267, 219}","['a chance to grab me i put ', 'of these airplanes grab me they did ', 'i tried to grab the top that ']","{36, 30}"
4130,loosen,1,{219},['behind me to loosen my pistol dont '],{30}
4131,grabbed,2,{219},"['the other one grabbed me from behind ', 'the other one grabbed me around the ']",{30}
4132,socket,1,set(),['twisted in the socket i turned with '],set()
4133,kicked,1,{219},['the neck i kicked his shins and '],{30}
4134,shins,1,{219},['i kicked his shins and got my '],{30}
4135,groin,1,set(),['knee into his groin shoot him if '],set()
4136,resists,2,set(),"['him if he resists i heard some ', 'him if he resists an officer said ']",set()
4137,police,9,"{277, 276, 229, 278}","['are you battle police another officer said ', 'they were battle police take him back ', 'employment and the police did not get ', 'there were military police and picked up ', 'you fleeing the police nothing definite yet ', 'visa or a police permit at locarno ', 'report to the police wherever we went ', 'report to the police at montreux there ', 'unpleasantness with the police the first official ']","{37, 31}"
4138,airplanes,2,"{219, 221}","['one of these airplanes grab me they ', 'the wide hat airplanes we called them ']",{30}
4139,speaks,1,{219},['you see he speaks italian with an '],{30}
4140,accent,2,{229},"['italian with an accent so do you ', 'spoke with an accent they had always ']",{31}
4141,reports,2,{320},"['and heard the reports we came up ', 'there were nurses reports hung on clips ']",{41}
4142,guarded,1,{220},['men were standing guarded by carabinieri four '],{30}
4143,questioning,8,"{220, 221, 222}","['stood near the questioning officers leaning on ', 'the officers were questioning he was the ', 'once without further questioning the questioning is ', 'further questioning the questioning is stupid he ', 'shots they were questioning some one else ', 'and they were questioning another when they ', 'being intent on questioning the next man ', 'it they were questioning a full colonel ']",{30}
4144,wide-hatted,1,{220},['carbines they were wide-hatted carabinieri the two '],{30}
4145,gray-haired,1,{220},['was the fat gray-haired little lieutenant-colonel they '],{30}
4146,questioners,2,"{220, 221}","['the column the questioners had all the ', 'had questioned the questioners had that beautiful ']",{30}
4147,efficiency,1,set(),['had all the efficiency coldness and command '],set()
4148,coldness,1,{220},['all the efficiency coldness and command of '],{30}
